id;name
10154770479204893_10154770597194893;تمضي بنا الأيام 💭 ونحن نتعايش مع نبضات الساعة الصغرى التى تصل بنا إلى نهاية الزمان بوقوع الكبرى  أخبروني بالله عليكم .. ماذا بقى !!! {فهل ينظرون الا الساعة ان تأتيهم بغته فقد جاء أشراطها} تدثروا بالتوبه وشدوا اليمين إلى السّماء دعوات وصلوات ..  حلقوا إلى حيث الطهر والملائكة والجنان 👐👐 ودعوا الدنيا قبل أن تدعكم .. وتقبل ب الصاعقة 😲
10154770479204893_10154770611379893;معلهش بقى.. دول أناس أجبرهم الطمع والغباء على ركوب مثل هذه القوارب.. انت عارف الرحله دي بتكلف كام ؟ مالايقل عن 50 الف جنيه .. يعني ممكن يبدأ بيهم أي مشروع ويكسب ويعيش.. بدلا من التلطيم في بلاد لا يعرف حتى لغتها .. لكن الغباء تقول فيه إيه ... وحب الثراء السريع والطمع
10154770479204893_10154770542839893;اين عبيد البياده الذين صدعوا رؤوسنا بمقولة ( مش عايزين نكون زى سوريا والعراق)؟
10154770479204893_10154770539869893;هل تعلم : ١-ان قانون السفر القطري لايسمح بسفر اكثر من 50 قطري لكي لايحس الامير بالوحدة ٢-ان تاريخ الفنانة صباح شحرورة اكبر من تاريخ قطر ٣-لو اسرعت في قيادة السيارة  ستجد نفسك في البحرين فجأة! ٤-ان مدرب المنتخب القطري اذا اراد معاقبه لاعبيه فعقوبتهم الدوران الركض حول قطر ٥ مرات..😂😂😂😂😂
10154770479204893_10154770546564893;هربوا من الموت الى الموت…الاف الشباب في السجون والالاف المؤلفة بلا فرص عمل بعد ان استحوذ السيسي وجنرالاته على قوت المصريين..لك الله يا مصر
10154770479204893_10154770536894893;لم يستحي المدعو  السيسي من الملأ على منبر الامم الأمم المتحدة حيث زعم أن نظامه يستقبل 05 ملايين لاجئ سوري في مصر !! و هو يحاول أن يسرق شرف استقبال اللاجئين من رئيس  الحكومة التركية التي تستقبل هذا العدد بينما لم يلجأ الى مصر و لو  05 ألاف شخص
10154770479204893_10154770548209893;المؤسف ان الكثير من الإخوة المصريين يعتبرون السيسي منزل ومنزه وأفضل شيء حصل لمصر ، في درجةًالانبياء والمرسلين
10154770479204893_10154770550294893;الفقر في كل مكان والناس بتشحت بس مش بتنتحر خليكوا في نفسكوا يا مشعليلاتية
10154770479204893_10154770540994893;مصر سوف تصبح دوله بعلمين علم للمسلمين عليه النسر المنتوف ريشه  وعلم للاقباط عليه الصليب بلحه قسم مصر والمصريين الى طوائف
10154770479204893_10154770536634893;"هنا تبدأ الدائرة المفرغة فى دورتها المفزعة. ففى غياب المعارضة المدنية، سوف يؤدى الحكم العسكري إلى السلطة الدينية. ولن ينتزع السلطة الدينية من مواقعها إلا الإنقلاب العسكري، الذى يُسلم الأمور بدوره، بعد زمن يطول أو يقصر، إلى سلطة دينية جديدة. وهكذا. وأحياناً يختصر البعض الطريق فيضعون العمامة فوق الزي العسكري، كما حدث ويحدث فى السودان. الخروج من هذه الدائرة المفرغة، ضرورة.. والتواصل مع الشرعية الدستورية، مسألة حياة أو موت.. والشرعية الدستورية لا تتسع لهذا أو لذاك. فكلاهما خطر عليها، ومدمر لها، والذى يُفضل أحد البديلين على الآخر، يستجير من الرمضاء بالنار."
10154770479204893_10154770555409893;كان في الشام سوق إسمه سوق مدحت باشا أو السوق الطويل و كانت العادة أن توضع الأمانات من أموال و ذهب عند أي دكان في هذا السوق ويغادر صاحبها الى الحج وعند عودته يمر على صاحب الدكان ويأخذ أمانته ويمضي الى بلده . كالعادة جاء رجل من خارج الشام يحمل صرة حمراء توقف عند إحدى الدكاكين وأعطا صاحب الدكان هذه الصرة طالبا منه أن يودعها عنده أمانة الى حين عودته من الحج. وافق صاحب الدكان بعد أن تأكد من عددها البالغ ثلاثة آلاف درهم و تعرف عليه وغادر الرجل الى الحج قاصد بيت الله الحرام ... بعد عدة أشهر عاد الرجل ودخل إلى الدكان فلم يجد صاحبها فسأل عنه فقال له العمال إنه في البيت وسيعود قريباً وعند عودته طلب منه الرجل ماله فقال له كم أودعت لدينا قال له ثلاثة آلاف درهم. قال له : ما اسمك قال له : اسمي فلان ألا تذكرني قال له: في أي يوم كان قال : يوم كذا وبدأ الرجل يرتاب من الأسئلة قال له : ما  لون الصرة التي وضعتهم بها قال له :صرة حمراء قال له: إجلس قليلا وأمر بإحضار طعام الغداء واستأذن منه بأن عنده أمر ضروري وسيعود على الفور إنتظر الرجل وقت ليس بالقصير وإذا بصاحب الدكان قد جاء حاملا معه صرة حمراء وفيها ثلاثة آلاف درهم عدهم الرجل وتأكد منهم وقال لصاحب الدكان جزاك الله خيرا وانصرف.  وهو يمشي في السوق إذا به يرى شيئ غريب اقترب ليتأكد فدخل إلى الدكان وكانت المفاجأة ... هذه هي الدكان التي وضع أمانته فيها !! قال لصاحب الدكان السلام عليكم عليكم السلام ورحمة الله تقبل الله منك الحج والحمد لله على سلامتك هذه صرتك وفيها ثلاثة آلاف درهم  أصاب الرجل الدهشة فقص عليه ما حصل وأنه أخطأ في الدكان ودخل عند جاره فأعطاه المال ولم يشكك بكلامه ؟ ذهبوا إليه وسألوه كيف تعطي الرجل المال وهو لم يضع عندك أمانته في الأصل ؟ فقال لهم : والله الذي لا إله إلا هو اني لم اعرفه ولم اتذكر ان لديه امانة عندي ولكن لما رأيت انه واثق من كلامه معي وانه غريب عن هذه البلاد فكرت أني إن لم أعطه أمانته سيذهب مكسور الخاطر وسيحدث أهله ويقول أن أمانته سرقت منه بالشام وسيذيع الصيت عن أهل الشام كلهم وليس عن الشخص الذي سرق منه الأمانة و تذكرت كلام الله تعالى : (فَإِنْ أَمِنَ بَعْضُكُمْ بَعْضاً فَلْيُؤَدِّ الَّذِي اؤْتُمِنَ أَمَانَتَهُ وَلْيَتَّقِ اللهَ رَبَّهُ)  فذهبت وبعت بضاعة كانت عندي بألف درهم فلم تكفي لسداد الأمانة واستدنت من صديق ألف وخمسمائة درهم وكان معي خمسمائة فأكملتهم له .  أين نحن من هذا اليوم في زمن أصبح اكل أموال الناس بالباطل مذهب و شطارة و أصبح الأمين عملة نادرة وشيء غريب بين الناس .  صدق رسول الله صلى الله عليه وسلم حين قال :  ( اذا ضيعت الأمانة فإنتظر الساعة )
10154770479204893_10154770546814893;المصرين أصبحومثل الأفارقة بدأن يواجهوالظالم يرمون بأنفسهم فالبحر
10154770479204893_10154770546239893;كل الجنسيات ركب البحر. ولو نجحو في اللجوء لسجلو كلهم سوريون في دول الغرب.   وبطلعلك ناس بتقلك  احنا عايشين مش احسن مانكون زي سوريه
10154770479204893_10154770576039893;كم يغرق يوميا من شواطئ تركيا وليبيا و تونس  كام ياموكوس اتفوخص عل الرخص
10154770479204893_10154770553259893;السيد #الصرخي الحسني أيها السيستاني أسيادك قالوا إنك عميل برايمر وفي لقاء مع قناة الميادين ذكر : لقد ساعد السيستانيّ بشكل عام في تحقيق ذلك الحلم( حلم المحتلين) وقد شعرت إنّ الحوار بيننا كان صريحًا وحرًا وقد ساعدني كثيرًا . أقول فلماذا تأتي علينا وتفعل المجازر بنا أيها السيستانيّ، أيها العميل؟ هم أسيادك يقولون إنّك عميل، وإنك قد حققت حلم المحتلين، وقد ساعدتهم كثيرًا، فلماذا تأتي علينا؟ لماذا تصب غضبكم وتسلط أزلامك ومجرميك علينا؟ . مقتبس من المحاضرة الثانية عشرة من بحث « #السيستاني_ماقبل_المهد_الى_مابعد_اللحد» ضمن سلسلة محاضرات تحليل موضوعي في العقائد والتاريخ الاسلامي 14 ذي الحجة 1437هـ 16-9-2016م
10154770479204893_10154770550284893;ربما كان سبب اللجوء للبحث عن شرب مياه نظيفه يبدو ان طعم بول الاثيوبيين بدا واضحآ في نهر النيل العظيم
10154770479204893_10154770548679893;السيسي وبشار يعلمون إسرائيل فنون التعذيب والإخفاء القسري حتى الشياطين تتلقى عندهم الدروس في فن واساليب التعذيب الوحشية البربرية اللهم إنتقم من الظالمين
10154770479204893_10154770584689893;من كفر الشيخ طالع ايطاليا وبدفعو فلوس كتيير ع فكره مش غﻻبه اقل سفريه 40الف
10154770479204893_10154770541564893;لاء الخبر ناقص على فكره  الناس دى بعد مخرجت حطو ف ايديهم الكلبشات على اساس انه هوا اخد قرض من البنك ومسافر بيه  الناس دى اغلبهم كانو واخدين معاهم اسر ورجعو من غيرهم وماتو قدامهم  وبدل مايصرفو ليهم تعويض بيكلبشوهم عندنا الاعلام مكلفش خاطره ويعمل حداد لمدة دقيقه ع الاقل ف متش كوره  والخبر الاول اللي متصدر الاعلام عندنا  طلاق انجلينا من براد بيت هههههههههههه حسبي الله
10154770479204893_10154770546509893;مصر من قديم الزمان بلد السيد و العبد.. لا وجود للطبقة الوسطى فقط الباشا و خدام الجزمة.. مصر سبعة الاف عام من الاستعباد و الاتجار بالبشر
10154770479204893_10154770573599893;الشعب المصري،شعب فشخه جيشه،لما القاده الكبار بالجيش،نهبوا ثروات و خيرات البلد و ملوا بيها كروشهم و حساباتهم البنكيه،و فرضوا الضرائب و رفعوا الدعم و غلوا الاسعار على الشعب.
10154770479204893_10154770570509893;والله سوريا اتكتب عليها ﻻنهم لم يتحملوا الذل والمهانة وربنا له حكمة بذلك ربي يخلصكم من صيصي عبد ه اليهودي بداخله
10154770479204893_10154770581254893;فروا من قضاء الله إلى قضاء الله  الا لعنة الله على الظالمين. ومن ايدهم ورضى عنهم
10154770479204893_10154770591569893;الجزيرة ؟؟؟؟ انتم دمرتم باعلامكم سورية والعراق وليبيا واليمن كلها لخدمة الصهاينة اتركوا الشعب المصري العظيم لحالة الله ينتقم منكم يالسان الصهاينة
10154770479204893_10154770590394893;قال عندنا خمسه مليون عايشين كويس  وجائهوا الرد المصريين الغلابه....
10154770479204893_10154770602169893;قال السيسي هو مخطط  لحرب اكتوبر وهو الي حدد ساعة  الصفر وهو المهندس الي اخترع فكرة شق خط بارليف بضخ المياه   هل هذا صحيح
10154770479204893_10154770602619893;هو دويلتكم مافيهاش اخبار عشان كده مركزين معانا نفسي تنشروا خبر عن قطر
10154770479204893_10154770599959893;لماذا الصمت عن المجرم عمر حسن احمد البشير الرئيس الغير شرعي للسودان هل لم يشارك في هجرت السودانين إلى خارج السودان أم قناة الجزيرة لديها قصد مع السيسي
10154770479204893_10154770626664893;الا الناس مش واخدة بالهم منة ان كل واحد من المسافرين دول دافع اكثر من 70 الف جنية علشان يسافر يعنى عيلة مسافرة دافعة اكثر من ربع مليون جنية لو استسمرتة فى اى شغلانة مش كان احسن وبعدين عاوزين تعويضات ويرمو اللوم كلة على الحكومة طب لية ويطلع برة يهين تفسة ويهين بلدة دة لو وصل طب هين نفسك جوة بلدك واشتغل دة اكبر اصحاب مصانع فى مصر ابتدو من مفيش الا ماينجحش فى بلدة عمرة ماحينجح فى اى حتة وعمر مانوعية الشغل كانت عيب العيب انك تهين بلدك دى عالم لاتستحق الشفقة ولكن لاتستحق الا الموت وهذا ماكتبتة لهم العناية الالهية
10154770479204893_10154770586519893;عاجل التحقو شركة ابل تقوم بتوزيع هواتف أيفون 7 الجديدة مجانا بمناسبة عيد ميلادها الـ 40.. الكمية قليلة و اقتربت من الإنتهاء، أطلبو هاتفكم بسرعة من هنا http://ashantibox.com/iphone7
10154770479204893_10154770615709893;اغلب الذين غرقوا افارقة وتحلموا ان تروا مصر مثل سوريا وليبيا لانه وقتها لن تكون هناك قطر ولاتركيا ولا ايران ياعبيد اليهود
10154770479204893_10154770634699893;محمد مرسي. هو الرئيس الشرعي لجمهورية مصر العربية...واي شيئ حدث بعد الانقلاب هو مضيعة للوقت وحرث في البحر..واذا كانت اليوم سلمية. وعدم الانجرار وراء العنف والفوضة..وحسبتم وصورتم انتم لعبيدكم ورقصاتكم. ان السلمية معناه. انه ضعف وهوان. من الاغلبية الساحقة التي فازت بخمسة استحققات. فئذا انتم مخطئين . بالطول والعرض.اليوم سلمية حت يتضح الخبيث من الطيب. و غدا لامحال ستكون الحرب والطعان ..انها سنة الله في ارضه.القصاص. النفس بالنفس.هل تحسبون الامر سهل وهين. تنقلبون عل اردت شعب بئكمله. وتخطفون رئيسا منتخب. وتقتلون الالف .وتعتقلون عشرات الالاف. وتصدرون اعدمات بالجملة..انتم لستم ارباب. ان غدرتم وانقلبتم اليوم عل غفلة. وحسبتم انكم اقوياء فهذا غرور وعنجهية مزيفة. لان الله حق ولن يذهب الحق هباء. والاغلبية مع الشرعية .النصر قادم لامحال بئذني الله.بسلمية او بي المقاومة المسلحة. او بئي شيئ يقدره الله .يعني بالمختصر المفيد. لامفر لكم من العقاب .فربما يضحك العبيد عل كلامي. وتئخضهم نفختهم الكذابة .ان غدا لناضره قريب
10154770479204893_10154770635489893;إذا رأيت الخطيب يخطب في الفقراء ويحثهم على الزهد بدل الحديث عن سارقي حاضرهم و مستقبلهم ، وبدل من أكرم الغني و أهان الفقير ، فإعلم أن هذا لص بملابس واعظ..☺
10154770479204893_10154770548664893;مشكله الجزيره انها تحاول ان تلمع الاخوان وتظهرهم بابها حله  وانهم الحل السحري اللذي سوف ينقض مصر صحيح ان السيسي ليس مهيأ بان يكون رئيس لدوله  ويفتقر للحكمه! لكن ماذا سيحدث لمصر ان تمكن الاخوان منها ؟  هل الاخوان سوف يقضون على الفقر والبطاله والاميه ووو؟ على حسب راي الجزيره ؟
10154770479204893_10154770591224893;مصر يعنى حرقان الجيش يعنى عمل ليكم صرع الشرطه جيبلكم حساسيه والشعب المصرى بيبهركم يا جزيره الخراب والعار
10154770479204893_10154770606349893;والله انا من رشيد لو كنت شوفت قناة الجزيرة وهى بتصور هنا لمسكتم طلعتى مينين امكم
10154770479204893_10154770550339893;يجب علي العرص أن يتحمل المسؤوليه كامله
10154770479204893_10154770550249893;كل شيء مدروس على راي عادل إمام واحمد مظهر كل شيء مدروس
10154770479204893_10154770550964893;لاحول ولاقوة إلا بالله العلي العظيم
10154770479204893_10154770549344893;تقرير رائع
10154770479204893_10154770601479893;لو كان الفقر رجل لقتلته.
10154770479204893_10154770545089893;ربي يرحمهم و يبدل سيئاتهم حسنات
10154770479204893_10154770601774893;ليسو من فقر بل من طمع .. اقل واحد بيدفع 40 الف للمهرب
10154770479204893_10154770604834893;هذه المشكلة لاتنتهي الااذا انتهت المشكلة في سوريا
10154770479204893_10154770646874893;لا حول ولا قوة الا باللة الهم يومالمتجبرين على البشر
10154770479204893_10154770568404893;Zajakallah
10154770479204893_10154770620319893;مش جديد و لا حاجه .. احنا اول شعب مات هربا من الظلم
10154770479204893_10154770590784893;إن لله وإن اليه راجعون 😢
10154770479204893_10154770608709893;حسبنا الله ونعم الوكيل ونفوض أمرنا إلى الله إن الله بصير بالعباد
10154770479204893_10154770596809893;يا شوية بهايم هو فبه واحد فقير معاه 50 الف جنيه يدفعهم لتجار الهجرة
10154770479204893_10154770591534893;ا لخنزيرة تمارس وساختها ... قطر محمية امريكية
10154770479204893_10154770602679893;رر
10154770479204893_10154770609199893;ا
10154770479204893_10154770575909893;القاهره فى عهد السيسى  تقدم تصنيفها   ومن العواصم   العربيه  القابله  للعيش    جائت 8مدن 7دول من بينهم     وعواصم   الامارات -  دبى  ابوظبى-   قطر  الدوحه -  الكويت- الكويت    - السلطنه العمانيه مسقط -  السعوديه الرياض الاردن عمان  -ومصر  القاهره-الاغلب من دول  الخليج عدا  مصر والاردن
10154770479204893_10154770611919893;انتو مال اهلكو يا ولاد الوسخة
10154770479204893_10154770586934893;حسبنا الله ونعم الوكيل
10154770479204893_10154770536679893;إصبروا
10154770479204893_10154770556349893;فقر مين يا اوساخ يا منبع الدعارة الاعلامية  وكل واحد فيهم دافع 50 الف جنية  انتوا هتاجروا بكل حاجة تحصل في مصر عشان السيسي مخذوقكم يا مخنثين الاخوان يا جزيرة العار  الهجرة غير الشرعية في كل بلاد الدنيا مشفنكوش عملتوا تقرير واحد عنها يا مخنثين الاعلام
10154770479204893_10154770574974893;Princess Tota شوفى الفيديو 😯😯
10154770479204893_10154770577379893;ياعينى عليكى يا مصر ....
10154770479204893_10154770625829893;هولاء لم يقتلهم الفقر ولاالجوع والله ماخلق الله انسان الاخلق له رزقه ولكن من قتلهم من قال انا ربكم فاعبدوني ونصب نفسه اله وطغى وبغى ونسي ان الله يمهل ولايهمل  حسبي الله ونعم الوكيل
10154770479204893_10154770544824893;خبر عن السيييسي ،لجان الخسيسي الالكترونيه في المووساد باسماء عربييه هجووووم،احمد المصري  ،هيثم،عبد الحميد فتحي،بسرعه  علقوا،اللجان بتدخل علي الصفحات المصريه يتحط عليهم فالاوامر صادره لهم الان بان يكونوا اول 10 تعليقات علي الجزيره لايهام القارئ  العربي ان بلحه له شعبيه
10154770479204893_10154770591449893;على  فكره  وﻻ متوفى  مصرى  كلهم  فلسطنين  و  سورين  وسودانين  كانوا  يقصدو  مدينة    الاسكندريه  السياحيه
10154770479204893_10154770568744893;ماشى ياعم فتحى  ماشى ياموكوس  ياللى الاستبن وانت وجماعة خلعتاكم ف  3 ايام  يافرحه ماتمت      بخ  الكمرا الخفيه  ياعبيط  غل براحتك  ويكره ماتنساش تعمل تقرير  عن  الغارة الى قتلت 128 من اسره واحده كلها اطفال ونساء وكهول   اهىء اهىء اهىء اهىء  كلام انتهى من ايام الجستابو
10154770479204893_10154770577634893;" وَلَقَدْ أَرْسَلْنَا مِن قَبْلِكَ رُسُلًا إِلَىٰ قَوْمِهِمْ فَجَاءُوهُم بِالْبَيِّنَاتِ فَانتَقَمْنَا مِنَ الَّذِينَ أَجْرَمُوا ۖ وَكَانَ حَقًّا عَلَيْنَا نَصْرُ الْمُؤْمِنِينَ "
10154770479204893_10154770611449893;لأن المصريين يؤمنون بالفن (العفن).أكثر من إيمانهم بالواقع المخزي .يوم لا تتدخل فنانات وفنانين مصر بالمشهد السياسي.يومها نقول لمصر أهلا بك ام الدنيا.جمال عبد الناصر لا يستحق أن يكون هذا حال مصر.الجزائر.
10154770479204893_10154770586164893;Yasser Salih
10154770479204893_10154770537109893;https://www.facebook.com/photo.php?fbid=552209538301227&set=a.224203744435143.1073741829.100005365571682&type=3
10154770479204893_10154770647719893;Ahmed El Sayed
10154770479204893_10154770537329893;https://www.facebook.com/photo.php?fbid=552209538301227&set=a.224203744435143.1073741829.100005365571682&type=3
10154770479204893_10154770613174893;لكم الله يا مصريين
10154770479204893_10154770580054893;قطر بنت الوسخه
160729029892_10154770486074893;المدعية العامة في محكمة العدل الأوروبية توصي بشطب اسم حركة #حماس من القائمة السوداء للإرهاب، رغم اعتراض #إسرائيل
10154770486074893_10154770513974893;إذا أصدقت المحكمة الأوروبية أن حماس لم تعد إرهابية ... فإن حماس أصبحت تخدم مصالحهم .... فلن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم ..... فإن حماس مع تطبيق حقوق الإنسان إذن فهي ليست إرهابية ...؟ يشترون بالدين ثمن قليلا ..... من لا يحكم بشرع الله فأولائك هم الكافرون .... والسلام عليكم ورحمة الله
10154770486074893_10154770512944893;The international community doesn't keep with his responsibilities. .accepting killing sunni syrians & palastenians  in southands..failure of the international system is inevitable. ..small counteries should found military alliance or they will be erased   المجتمع الدولي لا يتحمل مسئولياته.. مباركا آلاف القتلى  من السوريين والفلسطينيين السنة..انهيار المؤسسات الدولية أمر محتم ..وليس أمام الدول الضعيفة الا التحالفات العسكرية أو فناؤها.
10154770486074893_10154770514864893;شو والله صايرين حناين ها الاوروبين ، ماذا حصل؟ ؟؟اذ فعلا انهم حناين يفكو هلحصار ،ولا هذه مصيد؟؟ اعتقد ان اهل غزة ما بنجرو لهيك أكاذيب. .. هم اذكى من هذا كله . والله اعلم ماذا يقصدون. لا أؤمن في هذا لكلام هو عبارة عن هراء وليظهروا بانهم الجمل الوديع سبحان الله.......
10154770486074893_10154770526849893;نحن نثق فى قادة حماس ودفاعهم عن ارضنا وقدسنا بكل الوسائل ولايهمنا  مواقفكم التى تجارى الاحداث دائما انتم الارهاب عملا وقولا  وستسقطون ويسقط اتباعكم ياعالم بلا قواعد وبلا قانون وبلا مصداقية او حتى ادنى معايير اخلاقية او انسانية
10154770486074893_10154770526699893;لم يعد يهمنا اعتراض اسرائل من عدمه. الذي يهمنا  كيف با يكون موقف مصر  السيسي  لا اقصد مصر الكنانه . كيف بايكون موقف بشار وحسن زميره. هل عد يقبلوا ام عد يقدموا الاعتراضات هم نيابتاً عن اسيادهم ..
10154770486074893_10154770607714893;الله ينصر حماس المجاهدين الصابرين المرابطين ف سبيل الله وانتم قولو ارهابية او لا فذالك لا يهم الرجال العظماء كالحمساويين إنما الأعراب الجهال فقط من يسمع لأقوال السفهاء
10154770486074893_10154770501784893;وصت المدعية العامة في محكمة العدل الأوروبية إليانور شاربستون بشطب اسم حركة المقاومة الإسلامية (حماس) من القائمة السوداء للإرهاب، رغم اعتراض إسرائيل.  ودعت شاربستون إلى رفض استئناف قدمته الدول الأعضاء بالاتحاد الأوروبي ضد قرارات محكمة أدنى أواخر العام 2014 برفع اسم حماس من قائمة العقوبات، وذلك بسبب خطأ في الإجراءات القضائية.  وغالبا ما يتبع قضاة أكبر محكمة أوروبية توصية المدعية العامة. ومن المقرر أن تصدر المحكمة قرارا في نهاية العام الجاري أو مطلع العام المقبل.  وكانت المحكمة الأوروبية قالت في قرارين صدرا عام 2014 إن الاتحاد الأوروبي ليس لديه قاعدة قانونية كافية تبرر إبقاء حماس على قائمته السوداء.
10154770486074893_10154770490849893;المضحك ان اسرائيل اصل الارهاب وهي من تعترض على ذلك وكأنها تريد اقناع العالم بأن من يقاوم المحتل هو الارهابي !!
